EmissionID;OrganisationName;Year;TotalEmissions;GasesIncluded;ChangeFromLastYear;ReasonForChange;Scope1;Scope2;Comments;GDP;GDPCurrency;YearOfGDP;GDPSource
232;Town of Blacksburg;2017;347483;CO2 CH4 N2O;Decreased;The last GHG inventory performed for the Town of Blacksburg was in 2012. Over those three years decreased emissions from electric utility provider's fuel mix has resulted in decreased emissions in the residential, commercial, industrial and public sectors. Considering the population increase it is likely that the culture of electricity use may have also lead to decreased consumption. Transportation emissions have increased by 1.39% which is likely due to the 3.29% increase in population. Wastewater emissions are significantly lower because of errors made in the previous emission calculations. Emissions from solid waste have also decreased roughly 4.4%.;124461.79;223021.63;Electricity and Natural Gas consumption are measured values however transportation figures are based on Virginia DOT's Vehicle Miles Traveled studies and estimates which may not be entirely accurate.;;USD     US Dollar;;this information is not available at this geographic scale
233;City of Bournemouth;2017;731230;;This is our first year of calculation;;;;;;;;
234;City of Roanoke;2017;1971679;CO2 CH4 N2O;Decreased;The city uses a 2005 baseline and the community emissions have decreased 13.5%. In 2014 emissions are down 4% from 2013. The primary driver of this loss is the reduction of coal in the electric fuel mix.;;;The City of Roanoke hires local citizen Dr. Sean McGinnis, Director of Green Engineering from Virginia Tech to calculate and report on the GHG Emissions data.;13900000000;USD     US Dollar;2013;www.roanokeva.gov
235;City of Brisbane, CA;2017;148025;CO2 CH4 N2O;Decreased;There was a 10% reduction between 2005 and 2010;;;Our inventory is completed by consultants contracted by the County, DVN GL.;;;;
236;City of Reno;2017;2730235.35;;This is our first year of calculation;;1371400;1180239;;22043000000;USD     US Dollar;2015;"Reno, NV MSA	 Bureau of Economic Analysis10.4"
237;Salt Lake City;2017;4752386;CO2 CH4 N2O;Decreased;Reduction in natural gas consumption due to warmer local winter temperatures.;;;;78950000;USD     US Dollar;2015;U.S. Department of Commerce, Bureau of Economic Analysis, GDP Regional Index by Metropolitan Area, published Sept 23, 2015
238;Taoyuan City Government;2017;35764526;"CO2 PFCs CH4 	SF6 N2O NF3 HFCs";Increased;"Our industry is growing continuously, so our total emission is slowly increasing. The sectors with increasing emissions are: industrial energy (fuel) by 14.2%	 industrial processes and product use by 12.1%	 buildings and AFOLU by 3.7%. The sectors with emission reductions are: agriculture by 0.4%	 industrial energy (electricity) by 0.04%.";21143194.6;14621331.42;For level of confidence, we multiply the accuracy level of collected activity data by the accuracy level of emission coefficients used.Accuracy level classification for activity data:?H?Regional statistics data :1?M?Cities statistics data:2?L?Central statistics data:3Accuracy level classification for emission coefficients:?H?Regional emission coefficients: 1 ?M?National emission coefficients: 2?L?International emission coefficients: 3The overall result is 5.13, the score falls within range 4-7, which was classified as medium level of confidence;1,71113E+13;TWD     New Taiwan Dollar;2016;DGBAS, Executive Yuan, Taiwan
239;Mexico City;2017;30870170.39;;Increased;Stationary Energy,  SCOPE 1 :Emission factors of commerce & services, were reassigned according to the combustion equipment characteristics, SCOPE 3: the percentage of T&D losses from energy imported were actualized to 2014.Transportation sector, On road transport : we change the estimating model for vehicle emissions from Mobile6-Mexico to MOVES-MÃ©xico. IPPU and Other SCOPE 3, the consumption of HFC's for automobile air conditioning were actualized.;19535381.25;6812617.51;;2,25522E+12;MXN     Mexican Peso;2014;INEGI
240;City of Saskatoon;2017;3493456;;Increased;Emissions have increased due to the lack of a coordinated approach to reduce GHG emissions. The City continues to improve methodology, and report emissions from additional sectors such as Agriculture emissions and estimate from IPPU. Methodology for the next inventory is expected to also include urban forestry and land use.  The city continues to experienced steady growth, which has pushed absolute emissions higher.;2336425;1225862;;17400000000;CAD     Canadian Dollar;2016;Saskatoon Regional Economic Authority
241;Prefeitura NiterÃ³i;2017;1729602;;Other:;O reporte do primeiro ano inventariado (2015) teve inÃ­cio no segundo semestre de 2016 e ainda encontra-se no estÃ¡gio revisÃ£o. Por tal motivo, a prefeitura ainda irÃ¡ estruturar na sequÃªncia o mapeamento de vulnerabilidades, bem como o plano de reduÃ§Ã£o de emissÃµes, adaptaÃ§Ã£o e mitigaÃ§Ã£o.;1134407.8;164574.2;;19908;BRL     Brazilian Real;2013;MinistÃ©rio da SaÃºde - DATASUS
242;City of San Francisco;2017;4981652;;Other: Methodology Change;"Residential, Commercial/Industrial, Transportation (private, commercial, public/mass transit), Waste as well as Municipal emissions continues to decrease due to the City of San Francisco's progressive climate policies and commitment to implementing effective emission reduction strategies.  									
									
A total reduction of approximately 6% in community-wide emissions was observed compared to the last verified inventory carried out during CY2012.  									
									
The Stationary Energy sector emissions decreased ~11% because natural gas and electricity consumption decreased across all sub-sectors.  									
									
The Transportation sector emissions decreased by ~3% predominately affected by significant decreases in the Waterborne Navigation and On-road Transporation subsectors.  This occurred despite an emissions increase in the Railways sub-sector emissions which was affected by a methodology change in the way Bay Area Rapid Transit (BART) began collecting more specific power data and their use of a more conservative or higher emissions factor starting CY2013.									
									
Regarding the Waste sector, first, wastewater fugitive data collection was improved with better activity data.  This resulted in a more accurate picture of the contribution of fugitive wastewater emissions	 thus, cutting by nearly half what was originally reporting in 2012. Consequently, when we compare the Waste sector since last inventoried,  emissions actually increased 18% influenced by not only an increase in total wastewater treatment and discharge emissions, but also because of an 18% increase in solid waste disposed emissions.  The updated CY2013 waste characterization study was more detailed which allowed a closer look at organic waste.  As a result, the category ""Other Organic Waste"" is now included as organic	 previously categorized as inorganic.  Recategorization alone resulted in a 9% emissions increase.   The remaining 9% was a result of an increase in Wood+Textiles as well as Paper landfilled and thus emissions at ~5% and 4%, respectively.							
									
The Agriculture sector emissions increased nearly three-fold because the data source seems to have reported significant increases in CH4 animal waste while not allocating any biogenic emissions	 nonetheless, agriculture still remains a fraction of this urban city's overall activity.";3765407;1076061;;1,17467E+11;USD     US Dollar;2015;City Controller's Office
243;City of Lake Forest, IL;2017;402364;CO2 CH4 N2O;This is our first year of calculation;;;;;;;;
244;RegiÃ³n Metropolitana de Santiago;2017;28406420;"CO2 PFCs CH4 	SF6 N2O NF3 HFCs";Decreased;"The emissions has decreased 1% respect year 2012. 				
There was a significant decrease in the energy industry emissions, however it was counteracted by an increase in the transport sector.";18030830;10375589;Although a high level of accuracy has been reached in scope 1, scope 2 uses the national electricity consumption disaggregated according to the regional consumption of the year 2014.;7,18566E+13;CLP     Chilean Peso;2015;Central Bank of Chile
245;District of Columbia;2017;8026730;;Decreased;The regional shift in electricity generation from coal to natural gas is responsible for the largest share of emissions reductions Additionally, the District has experienced a decline in energy consumption, which can be attributed to improvements in building energy efficiency resulting from building codes, incentive programs, and other green building and energy programs.;3635054;4175896;;1,22146E+11;USD     US Dollar;2015;U.S. Bureau of Economic Analysis
246;City of Portland, OR;2017;6974544;CO2 CH4 N2O;Decreased;;4610317;2364227;;1,63692E+11;USD     US Dollar;2013;2013 GDP & personal income. U.S. Department of Commerce Bureau of Economic Analysis
247;Alcaldia de Tulua;2017;208681;CO2 CH4 N2O;;;;;Vale aclarar que estos datos pueden tener una incertidumbre de media a alta dado la naturaleza de los datos de actividad y los factores de emisiÃ³n fueron seleccionados por defecto del IPCC.;;COP     Colombian Peso;;
248;Gemeente Rotterdam;2017;34190633;CO2;Increased;The total amount of CO2-emission in Rotterdam in 2015 has increased compared to the 2014-emissions. 34190633 tonnens in 2015 compared to 31512000 tonnes in 2014. It is the second relevant increase in a row, due to two new coal fire plants that started their operations. For that cause, we expect a further increase in 2016 and a decrease in 2017 when an old coal fire plant wil be closed.;32619756;1570877;;53457000;EUR     Euro;2013;www.rotterdam.nl
249;Prefeitura de FlorianÃ³polis;2017;740635;;Increased;A diferenÃ§a de emissÃµes entre os anos Ã© de 601.421 tCO2e, ou seja, houve um acrÃ©scimo de 42% em 2013 se comparado Ã  2010. Os setores de maior contribuiÃ§Ã£o foram AFOLU, que deixou de sequestrar 6% e Transportes que passou a emitir 3% a mais.;1305206;145259;;8787850000;USD     US Dollar;2013;IBGE
250;City of Lakewood;2017;1652223;;Decreased;"The last inventory represented 2007 emissions, and the 2015 GPC BASIC inventory shows that emissions have decreased by approximately 8.5% since then. Significant decreases in GPC BASIC emissions occurred in residential buildings, on-road transportation, and wastewater treatment.									
									
Colorado state law requires Lakewood's electric utility to increase the efficiency of their operations and source increasing amounts of energy from low- to zero-carbon sources (i.e. renewable energy, recycled energy, etc.). As a result, the mix of energy sources that supply the electric grid changes every year and the resulting electricity emission factor decreases every year. Based on data from Lakewood electric utility provider, Xcel Energy, electricity emission factors decreased nearly 16% from 2007 to 2015. This trend was the primary cause of decreased emissions.";856008;774167;;;;;
251;Municipality of Belo Horizonte;2017;4494883;;Increased;;2393341.15;542481.74;;87656760000;BRL     Brazilian Real;2014;IBGE
252;Istanbul Metropolitan Municipality;2017;47862539;;Increased;Compared to the last emissions inventory developed in 2010, it is seen that the highest increase is from stationary units. The increase in greenhouse gases emitted from the stationary units is due to the increase in electricity and natural gas consumption.Despite the reduction in consumption of LPG, gasoline and fuel in public transport vehicles, an increase of more than 50% in diesel consumption has led to an increase in on-road tranportation emissions.Along with the increase in the number of vehicles, it is considered that the amount of fuel consumed during the construction of the large infrastructural investments which have recently increased is also effective in this increase.Unlike the 2010 inventory, emissions from aviation and water-borne navigation are included in the inventory in 2015.;30915232;18065288;;6,22762E+11;TRY     New Turkish Lira;2014;Turkish Statistical Institute
253;City of Davis, CA;2017;348347;CO2 CH4 N2O HFCs;Decreased;Lower carbon emission electricity energy mix (grid).;348437;;;;USD     US Dollar;2016;N/A
254;Santiago de Cali;2017;4174608;CO2 CH4 N2O;;;;;;4540;;2012;DAPM
255;Pretoria - Tshwane;2017;15236693;CO2 CH4 N2O;Increased;The exclusion of the Eskom and Pre-paid energy usage in the baseline figures. The two subsequent years the afore-mentioned usage was included.;4648959;10589996;The 2014/2015 GHG calculation was the third carbon footprint in three consecutive years and there has been a similar trends in the City.;2739000000;ZAR     South African Rand;2016;STATSSA
256;Cascais;2017;565382;CO2;Decreased;We have verified a decrease in fuel consumption between the mentioned time period.;565382;266221;http://www.cm-cascais.pt/projeto/matriz-energetica-de-cascais;;;2014;
257;City of Copenhagen;2017;1450358;CO2 CH4 N2O;Decreased;"The CO2-emissions from the City of Copenhagen in 2015 was 11% lower than the emissions in 2014. The reduction in the emissions is primarily caused by more wind power i the power production in Copenhagen and in Denmark in general.					
									
									
For Denmark as a whole, one kilowatt-hour of electricity emitted an average of almost 29% less CO2 in 2015 than in 2014. This drop is partly attributable to higher wind production as well as more use of biomass in combined heat and power production.";;;;3,23183E+11;DKK     Danish Krone;2015;Danmarks Statistik, Statistics Denmark
258;City of Cardiff;2017;1959900;CO2;Decreased;Main reduction in industry / commercial emissions but also some decrease in domestic emissions;;;Central government data (DECC). This is the only data available at the city scale but progress is rigorous and consistent.;11000000000;GBP     Pound Sterling;2015;gvairereferencetables
259;Gobierno Municipal de LeÃ³n de los Aldamas;2017;5012133;CO2 PFCs CH4 SF6 N2O HFCs;;;4045605;4276173;La elaboraciÃ³n del presente inventario contÃ³ con  asistencia tÃ©cnica del Centro Mario Molina (utilizando la ya mencionada metodologÃ­a del IPCC 2006 y los factores de emisiÃ³n para las diferentes categorÃ­as analizadas) quienes posteriormente verificaron y validaron dicho inventario.;218;MXN Mexican Peso;2015;Gobierno Municipal de LeÃ³n
260;City of Easton, PA;2017;350900;;This is our first year of calculation;This year is the first of Eastonâ€™s community GHG inventory;203727;147172;;1146500000;;;Lehigh Valley source. Scaled to population size
261;City of Fayetteville, AR;2017;1454781;CO2 CH4 N2O HFCs;This is our first year of calculation;;;;Data retrieved came directly from utility companies and ICLEI resources were used to ensure proper methodology was used but we are only able to include the 5 minimum sources: Electric, Gas, waste, water movement, and VMT. We also had to use certain defaults (such as the Default vehicle mix and the default municipal solid waste Emissions Factor) as we do not have specific data in those areas.;;;;
262;Prefeitura de Porto Velho;2017;;;;;;;;2363878;;2013;ibge
263;Byron Shire Council;2017;263199;CO2 CH4;This is our first year of calculation;;;;;1460000000;AUD     Australian Dollar;2015;NIEIR
264;City of Saint Paul, MN;2017;;;This is our first year of calculation;This is our first year completing a GPC compliant inventory.;2878153;1179791;;21200000000;USD     US Dollar;2015;
265;City of Edmonton;2017;13357063;;Increased;The increase in the Community 2015 inventory from 2014 is roughly 2% (400,000 TCO2e greater in 2015 than realized in 2014 which had a total of 16,576,702 TCO2e). Comparing the numbers however is a bit unfair as the 2015 total was derived using the GPC reporting protocol and the 2014 used IEAP. New categories added to the inventory in 2015 include scope 3 emissions for the residential commercial and industrial sectors, as well as sectors of: Energy Industries, Energy generation to grid, Fugitive natural gas emissions, railway, aviation and off road, biological waste water, solid waste outside the city, biological waste outside the city, waste water outside the city, land and aggregate sources on land. The emissions from residential, commercial and industrial buildings all declined in 2015, more than likely due to the warmer weather throughout the year.;10215142;6361560;;45228000000;CAD     Canadian Dollar;2015;Edmonton Chief Economist - John Rose - Real GDP at Market Prices in 2007 dollars
266;Los Altos Hills;2017;57243;CO2;Decreased;From 2014 to 2015 our emissions decreased from 78,678 MT to 77,583 MT. This was primarily due to decreased VMT (data obtained from state agencies) and reductions in Heating Fuel use due to a milder winter.;47552;9691;;9900000;USD     US Dollar;2016;Property taxes, permit and license fees, charges for services
267;City of Espoo;2017;1233581;CO2 CH4 N2O;Decreased;"The energy company Fortum is producing even more of the district heat with renewables. More of the the electricity used is low emission energy, for excample norwegian hydropower.							
									
The total emissions are decreasing slower because Espoo is a very fast growing city,";914868;318713;Regionally developed methodology equivalent to GPC (and IPCC guidelines). There has been no external verification or audition. Cities of the Helsinki metropolitan area have jointly approved the current calculations methodology. The person responsible for calculating emissions is mr. johannes.lounasheimo@hsy.fi;;;;NA
268;Iskandar Regional Development Authority;2017;15.47;;This is our first year of calculation;;21.27;6.79;;27025;;2012;Iskandar Malaysia Comprehensive Development Plan, 2014-2025 (CDPii), March 2015 (GDP year: 2006)
269;City of GoiÃ¢nia;2017;2016320;;;;;;;30131330;BRL     Brazilian Real;2010;IBGE - Brazilian Institute of Geography and Statistical
270;City of Calgary;2017;17679137;;Decreased;The 2016 community wide GHG inventory shows a 3.1% decrease in emissions from 2015.  This is associated with a decrease in the burning of fossil fuels in the city boundaries.  The population has increased by 31,140 citizens from 2015 to 2016, which has driven an increase (+2.6%) in solid waste and emissions from wastewater treatment.  There was a 2.3% decrease in stationary energy (SE) use Scope 1 emissions, which may be due to a warmer than average winter, and 2.2% decrease in SE Scope 2 emissions relating to electricity, which may be due to more efficient use of electricity and more renewable energy on the Provincial grid.  The sector which saw the greatest decrease (-4.9%) in emissions was from Transportation.  This is likely a result of the economic downturn that Calgary has experienced since 2014.  A high unemployment rate means that less workers are commuting, and perhaps trips for leisure have also been curtailed.;10178353;7502924;;1,134E+11;CAD     Canadian Dollar;2016;http://www.calgaryeconomicdevelopment.com/dmsdocument/22
271;Tokyo Metropolitan Government;2017;70733403;;This is our first year of calculation;;33363185;43602201;;9,44E+13;JPY     Japanese yen;2016;
272;City of Flagstaff;2017;1424563;CO2;Increased;Emissions resulting from transportation (specifically, the amount of gasoline and diesel) have increased since our last reported emissions inventory (2015 data). Additionally, we have improved some emissions data collection methods, which may have resulted in more accurate, but higher, emissions being recorded. We have also included natural gas used for transportation, which was not included in the previous inventory.;949707.2;474855.76;Our emissions inventory is based on the best data available. We have gaps in our methodology we hope to address in future years.;4903000000;USD     US Dollar;2015;University of Arizona: Real GDP, Millions of Chained 2009 Dollars, Bureau of Economic Analysis https://ebr.eller.arizona.edu/current-indicators/browse-topic/gross-domestic-product
273;Metropolitan Government of Nashville and Davidson County;2017;13461292;;Increased;There was a small increase since the 2011 inventory, which was an incomplete inventory due to limited availability of data. Because of limited documentation of the 2011 inventory, it is difficult to compare the two inventories. There has been a decrease in emissions since the 2005 inventory, even with a growing population. Contributing to decreases in reported community emissions are lower emissions from Nashvilleâ€™s electric power source, TVA (their emissions per unit energy output declined by about 15% from 2005 to 2014), and more efficient vehicles (vehicle CO2e emissions per mile have decreased from about 450 to 350 grams/mile between 2005 and 2014). Meanwhile (although specific data is unavailable to demonstrate the quantity), building energy efficiency has been improving through both new and retrofit projects during this time frame. LEED certification and Energy Star are examples of growing programs that help improve building energy efficiency.;6680194;5801169;;1,06695E+11;USD     US Dollar;2014;MSA Data (not county only) from US DOC's BEA http://bea.gov/iTable/iTable.cfm?reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=34980&7036=-1&7001=2200&7002=2&7090=70&7007=2014&7093=levels#reqid=70&step=10&isuri=1&7003=200&7004=naics&7035=-1&7005=-1&7006=34980&7001=2200&7036=-1&7002=2&7090=70&7007=2014&7093=levels
274;City of Knoxville;2017;4383703;;This is our first year of calculation;This is our first year of using the GPC methodology.  Comparing sectors we've tracked in the past, community emissions are down by about 8% relative to our 2005 baseline.  We have seen an increase in community traffic and business in the City which has prevented continued gains on emissions strategies.;2653938;1647503;;39155000000;USD     US Dollar;2015;"US Department of Commerce Bureau of Economic Analysis	 http://www.bea.gov/iTable/iTable.cfm?reqid=70&step=1&isuri=1&acrdn=3#reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=28940&7036=-1&7001=2200&7002=2&7090=70&7007=2014&7093=levels"
275;City of Melbourne;2017;5319010;;Increased;2013/14 BASIC (including Scope 3 emissions) totals 5268025 tCO2e compared to 2014/15 BASIC (including Scope 3 emissions) 5319030 tCO2e. This represents a total change of +0.97%. Despite electricity consumption decreasing in the municipality leading to lower scope 2 emissions, scope 1 and 3 emissions have increased. Over this time, the population has increased by 4.96%.;785326;3632431;;90600000;AUD     Australian Dollar;2015;http://melbourne.geografia.com.au/
276;City of Emeryville, CA;2017;171413;;Decreased;;127138;40590;;;USD     US Dollar;;
277;City of Helsinki;2017;2789724;CO2 CH4 N2O;Decreased;"Energy efficiency has improved in buildings and vehicles. National grid electricity produces less CO2 emissions than before. Traffic fuel mix includes more CO2-neutral fuels.							
Long term: Less coal in district heating, waste management has improved, industry has decreased.";2055000;2651000;https://www.hsy.fi/en/experts/climatechange/mitigation/Pages/Greenhouse-Gas-Emissions.aspx;72067440000;EUR     Euro;2014;Notice: GDP for whole Helsinki region http://www.helsinginseutu.fi/www/HS/en/city-information/
278;City of Zaragoza;2017;1785604;CO2;Decreased;"Fundamentalmente, las medidas adoptadas en las estrategias anteriormente citadas han conseguido una importante reducciÃ³n de las emisiones en los sectores contemplados en el Pacto de Alcaldes: residencial y movilidad. Y ello tanto en el Ãºltimo aÃ±o como desde 2015.									
Por su parte, el sector industrial ha reducido sus emisiones en el Ãºltimo aÃ±o aunque, desde 2005 estas han aumentado, Aparte de la influencia de determinadas actuaciones del Ayuntamiento (Plan de Acuerdos voluntarios) la crisis econÃ³mica ha frenado en parte el incremento de las emisiones en este sector.";1175162.74;613341.01;;33793459000;EUR     Euro;2015;provisional
279;Taipei City Government;2017;12114538;;Increased;"The GHG emissions of Taipei City have been verified by third party, BSI Taiwan (British Standards Institution Taiwan), from 2005 to 2015 in 2016. The greenhouse gas emissions of Taipei City in 2015 were 12,117,400 metric tons. The greenhouse gas emissions of the City present a rising tendency in 2005-2008. The increasing tendency slowed down and began to decline since the 2008. 									
There is no power plant in Taipei City jurisdiction	 electricity usage is all dependent on the electricity grid from outside county. Although Taipei cityâ€™s electricity consumption in 2015 was lower 70 million KWh than that in 2014, the GHG emissions increased slightly in 2015 cause of the countryâ€™s electricity emission factor increased about 1.34%.";3576815;8540561;;5,29676E+11;USD     US Dollar;2016;Gross Domestic Product by Expenditures, National Statistics, R.O.C (Taiwan) (2016) There is no relation data of Taipei GDP.
280;Village of Kadiovacik;2017;413;CO2;Decreased;;366;447;;10000;TRY     New Turkish Lira;2017;Governmental
281;Tel Aviv-Yafo Municipality;2017;4654482;CO2 CH4 N2O;Increased;Mainly due to increase in electricity consumption, however increase is less than population growth so per capita there is a decrease in emissions, especially in energy in the industrial sector.  Also emissions from waste have increased only slightly and per capita have decreased, this is in line with Municipal policies to reduce landfill waste disposal.;1624158;3303323;Data was based mostly on estimates and the Inventory is in Hebrew;;;;
282;City of Cape Town;2017;21233880;;Decreased;"The City of Cape Town undertook a process to update the GHG inventory by updating the two main energy sources with 2015 available data,i.e. electricity and liquid fuel. 							
The electricity consumption has decreased 5% in comparison to the 2012 data â€“ over the last few years there has been a decoupling of electricity consumption in comparison to the GDP. 									
The liquid fuel consumption has increased by 10% in comparison to the 2012 data. 									
Unfortunately the minor energy source data was not available for this GHG update, however it is assumed that it would not have too much influence on the inventory. 									
Overall the GHG emissions have increased for the CCT due to the liquid fuel consumption increases by the above mentioned margin. 									
does not update its emissions inventory annually, but rather in a process linked to the update of its entire energy profile, which takes place every 4-5 years. In comparison to its last full inventory data (2007), Cape Town's emissions have decreased due to an increase in electricity efficiency between the reporting years  (2007 and 2012).";11140682;12240934;;3,88E+11;ZAR     South African Rand;2015;Economic Performance Indicators for Cape Town series. GDP constant figure also available: R301 billion.
283;Government of Hong Kong Special Administrative Region;2017;44900000;"CO2 PFCs CH4	SF6 N2O HFCs";Increased;"Hong Kong's GHG emission recorded a small increase of 1.31% from 44.3 million tones CO2e in 2013 to 44.9 million tonnes CO2e in 2014, mainly due to (i) the increase in electricity generation to cope with GDP and population growth	 (ii) more use of coal for electricity generation to make up the shortfall in natural gas supply.";44876460;;95% level of confidence;3,20679E+11;USD     US Dollar;2016;Census and Statistics Department
284;Moscow Government;2017;25680678;;;;59059034;3609079;;;;;
285;Free and Hanseatic City of Hamburg;2017;17465;CO2;Decreased;In contrast to last year, the main sector responsible for the reduction of CO2 emissions was households/businesses, trade, services. This is mainly due to a lower consumption of heating energy, in particular natural gas, caused by significantly warmer weather. The second factor is a significant decline in electricity consumption.;;;Official data from Statistikamt Nord.;1,025E+11;EUR     Euro;2014;Statistikamt Nord
286;Municipio de MÃ©rida;2017;;;;Esta es la primera vez que se realiza el inventario.;;;;7111125;MXN     Mexican Peso;2015;INEGI 2012
287;City of Ljubljana;2017;2060963;;Decreased;due to the actions taken. city centre closed for traffic, ordering of electricity (100 % RES), refurbishment of building (public and private through subsidies from public companies and state Eco-fund), iintroduction of CNG and electric buses in public transport, installation on electric cars charging stations, ...;1829808;904042;;25329;EUR     Euro;2014;Region Central Slovenia(2014: 25329â‚¬/capita, source: stat.si), no special data for Ljubljana ( â‚¬/capita), $:â‚¬: 1,13
288;City of Providence;2017;1685403;;This is our first year of calculation;;2183429;384000;;30300000000;USD     US Dollar;2012;City of Providence Task Force on Economic Development Final Report, April 2014, http://council.providenceri.com/efile/212
289;Abasan Al-Kabira Municipality;2017;32221;;;;;;;86024000;USD     US Dollar;2015;World Bank site
290;Stara Zagora;2017;1104;;;;;;;2244657;USD     US Dollar;2013;
291;City of Albany;2017;1217091;"CO2 PFCs CH4	SF6 N2O HFCs";Other: The City of Albany has not conducted a community GHG inventory update since the baseline year.;Technically the City has a community inventory data for baseline year 2009, an update for 2010, and an updated for 2013. However the results are not directly comparable as the 2009 was conducted specifically for Albany and 2010 was scaled down from a regional inventory and Energy Plan was conducted separately. We need to do a more robust update to ensure apples to apples comparison.;663997;553094;http://cdrpc.org/programs/sustainability/climate-smart-communities-csc/ghg-inventory/;49621;USD     US Dollar;2013;U.S. Bureau of Economic Analysis
292;Gladsaxe Kommune;2017;331282;;Decreased;Energy saving plans, projects and goals. Expansion of district heating which provide Citizens and Companies with eco-friendly heating.;247599;83684;;35900000000;DKK     Danish Krone;2015;Statistic Denmark
293;Auckland Council;2017;8388416;;Stayed the same;Between 2013 and 2014, Aucklandâ€™s GHG emissions have remained relatively stable, with an increase of 43 kt CO2e or 0.4 per cent for gross emissions and a decrease of 78 kt CO2e or 0.7 per cent for net emissions. The emissions were higher from transport and IPPU sectors in 2014 than in 2013, by 83 kt CO2e and 27 kt CO2e respectively. The emissions were lower from stationary energy, waste and AFOLU sectors in 2014 than in 2013, by 7 kt CO2e, 41 kt CO2e and 140 kt CO2e, respectively. There were additional 122 kt CO2e sequestrated from forestry in 2014 than in 2013.;9488399;1260758;;88295000;NZD     New Zealand Dollar;2015;Statistics New Zealand
294;Prefeitura do Rio de Janeiro;2017;17006642;;Increased;"The numbers presented here are from the same inventory reported to CDP last year. However, since it was submitted to external verification and the numbers were reviewed according to the recommendations of the verifier there was just a slight increase due to this review.									
In comparison to the last Inventory made for the city, which has 2005 as the base year, there was a significant increase in emissions (around 75%) mainly due to the start of operations in 2010 of a new steel mill plant inside the city border, TKCSA.";17326232;4096511;;2,9985E+11;BRL     Brazilian Real;2014;IBGE
295;City of Benicia;2017;688706;CO2 PFCs CH4 SF6 N2O HFCs;Increased;In 2010, community-wide emissions with large industrial emitters had increased from 2005 by 24% while community-wide emissions without large industrial emitters increased by 41%.  There was a 5.6% increase in emissions (2000-2005, with large emitters).   When the baseline inventory was completed, the team predicted that by 2010, emissions (w/ large industrial emitters) would increase 9% from 2005 to 4.6 million metric tons.  If large emitters were still included, then the increase between 2005 and 2010 was only a 24% increase, 15% more than what was originally predicted.  However, for 2010, it was decided to exclude large emitters.  This means that increases in all other sectors have a greater impact on total emissions, i.e. the increase in transportation emissions has a much greater impact on overall emissions levels.   The roughly 35% increase between 2005 and 2010 could be due to a number of things including changes in reporting protocols, e.g. permitting requirements changed or the non-recession years outweighed the recession years.  It could also be that Benicia was not as hard hit by the recession as other communities and therefore, emissions didn't decrease. Again, educated guesses have been made as to what caused the increase.    Please note that vehicle miles travelled (VMT) grew between 2000 and 2010 by 62%, while emissions increased 95%.  The % of total emissions from transportation is within the Bay Area average. The Metropolitan Transportation Commission (MTC) calculates VMT using a proprietary software model. MTC inputs traffic counts, vehicle speeds, vehicle make and model, and fuel data into its software. In 2010, per the change in the modeling software, Benicia is now responsible for 50% of the trips that start elsewhere but end in Benicia and trips that start in Benicia but end elsewhere. This is calculated based on the number of people that exit or enter the highway in Benicia. Pass through VMT is not attributed to Benicia. Then, emissions are calculated by inputting VMT into the CACP software, which generates a GHG equivalent (MTCO2e). The increase in off road emissions is due to construction permit projections for buildings, which may have never been built. However, estimating off road emissions using construction permit data is the recommended calculation method per ICLEIâ€™s protocol and guidance.;;;A third party data anomaly in the 2010 inventory may result in significant revisions that show improved progress toward goals.;23000000;USD     US Dollar;2014;Solano EDC http://www.solanocounty.com/depts/bos/working_to_create_jobs/economic_studies.asp
296;City of Eugene;2017;;;Increased;"The primary reason for the increase compared to 2005 reporting is a change in accounting methodology for electricity in the Eugene Community Inventory. In 2005, electricity emissions were calculated using a utility-specific factor, while 2015, per GPC Guidance, Eugene is reporting electricity emissions using the location-based method for electricity. 									
									
Other items to note on year-over-year change include the following: Scope 1 emissions have decreased by about -20% compared to 2005. This is attributed Oregon's adoption of a Renewable Fuel Standard which sets minimums of 10% ethanol in gasoline and 5% biodiesel in diesel fuels sold in the state, as well the effect of energy efficiency adoption in the RCI sectors for natural gas as well as warmer winders in 2014 and 2015. Since 2010 transportation emissions have decreased by -7% and natural gas emissions have gone down by --7% in the residential sector and -1% in the commercial / industrial sectors.";812688;955102;;14322000000;USD     US Dollar;2015;U.S. Dept. of Commerce, Bureau of Economic Analysis, Regional Data, Eugene, OR (Metropolitan Statistical Area), All Industry Total
297;City of West Hollywood;2017;583213;CO2;Stayed the same;We have not conducted a GHG inventory since 2008 but the City received a Strategic Growth Council grant to create a GHG inventory tool this year 2017. We plan to conduct another inventory as soon as possible.;;;;930817000;USD     US Dollar;2015;US Dept. of Commerce BEA â€“ Los Angeles Metro Area https://www.bea.gov/itable/iTable.cfm?ReqID=70&step=1#reqid=70&step=1&isuri=1
298;Bogor City Government;2017;2193642;CO2 CH4 N2O;Increased;due to population growth, transportation and economic activity;;1239622;Finished;1,17412E+14;IDR     Rupiah;2014;Central Statistic Bureau
